UNIQUE ID CODE ,seasonyear,seasonphase,year,month,day,date_local,time_local,time (UTC),date (UTC),loc id,site name nickname,location,latitude,longitude,Latitude DMS specific,Longitude DMS specific,Latitude DD specific,Longitude DD specific,operator id,ship operator,Vessel Name,secchi depth,euphotic zone (Zeu),secchi,CTD cast,CTD cast file name,Lugol collected (#),Micro processed (Y/N),Microscopy Sample ID,Net + lugol collected (#),Filter collected (#),Genetics_18sv9_Sample ID,d180 isotope,HydroColor,Comments
FP_WH_20180107_1,2017 2018,2,2018,01,07,7/Jan/18,14:10,17:10,2018-01-07,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,QE,Quixote Expeditions,,7,9.48,1,1,CC1735004_20180107_171801.csv,1,,,,1,sample_071,NA,,
FP_PT_20180107_1,2017 2018,2,2018,01,07,7/Jan/18,16:00,19:00,2018-01-07,PT,Peterman,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,GA,G Adventures,,6.25,8.47,1,3,"CC1531002_20180107_192048.csv,CC1531002_20180107_192501.csv,CC1531002_20180107_192757.csv",1,,,,1,sample_066,NA,,
FP_CC_20180107_1,2017 2018,2,2018,01,07,7/Jan/18,-999,-999,2018-01-07,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,-999,-999,,-999,-999,0,0,-999,0,,,,1,sample_006,NA,,no paper data sheet found
FP_WH_20180109_1,2017 2018,2,2018,01,09,9/Jan/18,14:00,17:00,2018-01-09,WH,Foyn,Wilhelmina Bay,-64.64200,-62.16000,,,,,QE,Quixote Expeditions,,5,6.77,1,1,CC1735004_20180109_172952.csv,1,,,,1,sample_083,NA,,
FP_CC_20180110_1,2017 2018,2,2018,01,10,10/Jan/18,-999,-999,2018-01-10,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,PL,Polar Latitudes,,-999,-999,0,0,-999,1,,,,1,sample_007,NA,,no paper data sheet found
FP_NH_20180111_1,2017 2018,2,2018,01,11,11/Jan/18,18:23,21:23,2018-01-11,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,LE,Lindblad Expeditions,,4,5.42,1,0,-999,1,,,,1,sample_045,NA,,
FP_PH_20180111_1,2017 2018,2,2018,01,11,11/Jan/18,-999,-999,2018-01-11,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,,,,,PL,Polar Latitudes,,-999,-999,0,0,-999,0,,,,0,,NA,,no paper data sheet found
FP_-999_20180112_1,2017 2018,2,2018,01,12,12/Jan/18,-999,-999,2018-01-12,-999,-999,-999,-999,-999,,,,,PL,Polar Latitudes,,-999,-999,0,0,-999,1,,,,1,,,,no paper data sheet found
FP_DB_20180115_1,2017 2018,2,2018,01,15,15/Jan/18,17:22,20:22,2018-01-15,DB,Dallman Bay,Dallman Bay,-64.65000,-63.15000,,,-64.6514,-63.1511,LE,Lindblad Expeditions,,7,9.48,1,0,-999,1,,,,1,sample_082,NA,,
FP_BB_20180115_1,2017 2018,2,2018,01,15,15/Jan/18,-999,-999,2018-01-15,BB,Brown Bluff,Brown Bluff,-63.52000,-56.87300,63°31.11'S,56°51.83'W,-63.5197,-56.8731,-999,-999,,-999,-999,0,0,-999,1,,,,1,sample_080,NA,,no paper data sheet found
FP_WH_20180115_1,2017 2018,2,2018,01,15,15/Jan/18,-999,-999,2018-01-15,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,,,,,-999,-999,,-999,-999,0,0,-999,0,,,,0,sample_076,,,"Found in raw file, but no associated metadata or handwritten sheet"
FP_WH_20180118_1,2017 2018,2,2018,01,18,18/Jan/18,9:45,12:45,2018-01-18,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°30.43'S,61°58.48'W,-64.5119,-61.98,QE,Quixote Expeditions,,9,12.19,1,1,CC1735004_20180118_125708.csv,1,,,,1,sample_075,NA,,
FP_WH_20180119_1,2017 2018,2,2018,01,19,19/Jan/18,13:35,16:35,2018-01-19,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,QE,Quixote Expeditions,,13,17.61,1,1,CC1735004_20180119_164446.csv,1,,,,1,sample_072,NA,,
FP_CI_20180119_1,2017 2018,2,2018,01,19,19/Jan/18,17:20,20:20,2018-01-19,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,QE,Quixote Expeditions,,12,16.25,1,1,CC1735004_20180119_202259.csv,1,,,,1,sample_017,NA,,
FP_DI_20180120_1,2017 2018,2,2018,01,20,20/Jan/18,14:10,17:10,2018-01-20,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,QE,Quixote Expeditions,,13,17.61,1,1,CC1735004_20180120_172025.csv,1,,,,1,sample_027,NA,,
FP_NH_20180120_1,2017 2018,2,2018,01,20,20/Jan/18,-999,-999,2018-01-20,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,,-999,-999,0,0,-999,1,,,,1,sample_046,NA,,no paper data sheet found
FP_CI_20180121_1,2017 2018,2,2018,01,21,21/Jan/18,-999,-999,2018-01-21,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,,-999,-999,0,0,-999,1,,,,1,sample_018,NA,,no paper data sheet found
FP_CC_20180122_1,2017 2018,2,2018,01,22,22/Jan/18,-999,-999,2018-01-22,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,PL,Polar Latitudes,,-999,-999,0,0,-999,1,,,,1,sample_008,NA,,no paper data sheet found
FP_BB_20180125_1,2017 2018,2,2018,01,25,25/Jan/18,9:50,12:50,2018-01-25,BB,Brown Bluff,Brown Bluff,-63.52000,-56.87300,63°49.92,56°85.67,,,GA,G Adventures,,20.5,27.77,1,0,-999,1,,,,0,,NA,,
FP_BB_20180130_1,2017 2018,2,2018,01,30,30/Jan/18,16:16,19:16,2018-01-30,BB,Brown Bluff,Brown Bluff,-63.52000,-56.87300,63°31.11'S,56°51.83'W,-63.5197,-56.8731,HE,Hanse Explorer,,8.95,12.12,1,1,CC1518002_20180130_192200.csv,1,,,,1,sample_081,NA,,
FP_DI_20180203_1,2017 2018,2,2018,02,03,3/Feb/18,9:12,12:12,2018-02-03,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,GA,G Adventures,,13.5,18.29,1,2,"CC1531002_20180203_122156.csv,CC1531002_20180203_122847.csv",1,,,,1,sample_028,NA,,
FP_CC_20180203_1,2017 2018,2,2018,02,03,3/Feb/18,16:25,19:25,2018-02-03,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,HE,Hanse Explorer,,10.05,13.61,1,1,CC1518002_20180203_193326.csv,1,,,,1,sample_009,NA,,
FP_PH_20180205_1,2017 2018,2,2018,02,05,5/Feb/18,9:00,12:00,2018-02-05,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,64°53.313,062°52.058,,,GA,G Adventures,,11,14.90,1,1,CC1531002_20180205_121639.csv,1,,,,1,sample_060,NA,,
FP_DI_20180206_1,2017 2018,2,2018,02,06,6/Feb/18,14:10,17:10,2018-02-06,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,HE,Hanse Explorer,,5.63,7.63,1,2,"CC1518002_20180206_170531.csv,CC1518002_20180206_170935.csv",1,,,,1,sample_029,NA,,
FP_OH_20180206_1,2017 2018,2,2018,02,06,6/Feb/18,17:00,20:00,2018-02-06,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,HE,Hanse Explorer,,-999,-999,0,0,-999,1,,,,1,sample_053,NA,,
FP_DI_20180212_1,2017 2018,2,2018,02,12,12/Feb/18,9:15,12:15,2018-02-12,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,GA,G Adventures,,13.3,18.01,1,2,"CC1531002_20180212_122644.csv,CC1531002_20180212_180234.csv",1,,,,1,sample_030,NA,,
FP_PH_20180212_1,2017 2018,2,2018,02,12,12/Feb/18,14:50,17:50,2018-02-12,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,64°51.68,62°52.027,,,GA,G Adventures,,8.8,11.92,1,0,-999,1,,,,1,sample_061,NA,,
FP_ST_20180215_1,2017 2018,2,2018,02,15,15/Feb/18,14:22,17:22,2018-02-15,ST,Stonington,Stonington Island,-68.18600,-66.99700,68°10.95'S,067°01.29'W,-68.1930556,-67.0247222,GA,G Adventures,,5.8,7.86,1,1,CC1531002_20180215_173527.csv,1,,,,1,sample_085,NA,,
FP_WH_20180215_1,2017 2018,2,2018,02,15,15/Feb/18,17:35,20:35,2018-02-15,WH,Foyn,Wilhelmina Bay,-64.64200,-62.16000,,,,,QE,Quixote Expeditions,,9,12.19,1,1,CC1735004_20180215_205527.csv,1,,,,1,sample_084,NA,,
FP_CI_20180216_1,2017 2018,2,2018,02,16,16/Feb/18,10:00,13:00,2018-02-16,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,,9.59,12.99,1,0,-999,1,,,,1,sample_019,NA,,
FP_NH_20180216_1,2017 2018,2,2018,02,16,16/Feb/18,17:17,20:17,2018-02-16,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,,9.58,12.98,1,2,"CC1735003_20180216_111430.csv,CC1735003_20180216_130445.csv",1,,,,1,sample_047,NA,,
FP_WH_20180217_1,2017 2018,2,2018,02,17,17/Feb/18,11:13,14:13,2018-02-17,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,QE,Quixote Expeditions,,11,14.90,1,1,CC1735004_20180217_142846.csv,1,,,,1,sample_073,NA,,
FP_CI_20180218_1,2017 2018,2,2018,02,18,18/Feb/18,10:48,13:48,2018-02-18,CI,Cuverville,Cuverville Island,-64.67100,-62.61100,64°40.501 S,062°37.864'W,,,QE,Quixote Expeditions,,-999,-999,0,0,-999,0,,,,0,,NA,,
FP_DI_20180218_1,2017 2018,2,2018,02,18,18/Feb/18,12:19,15:19,2018-02-18,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,QE,Quixote Expeditions,,9.5,12.87,1,1,CC1735004_20180218_153347.csv,1,,,,1,sample_031,NA,,
FP_PH_20180218_1,2017 2018,2,2018,02,18,18/Feb/18,19:28,22:28,2018-02-18,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,,,,,QE,Quixote Expeditions,,8,10.84,1,1,CC1735004_20180218_222355.csv,1,,,,1,sample_062,NA,,Changed from sample_029 to sample_062
FP_ST_20180219_1,2017 2018,2,2018,02,19,19/Feb/18,11:34,14:34,2018-02-19,ST,Stonington,Stonington Island,-68.18600,-66.99700,68°11.3,67°00.0W,,,PL,Polar Latitudes,,7.7,10.43,1,1,CC1735003_20180219_144348.csv,0,,,,0,sample_086,NA,,Changed from sample_053 to sample_086
FP_NH_20180220_1,2017 2018,2,2018,02,20,20/Feb/18,14:46,17:46,2018-02-20,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,LE,Lindblad Expeditions,,11,14.90,1,0,-999,1,,,,1,sample_046,NA,,Changed from sample_030 to sample_046
FP_EI_20180223_1,2017 2018,2,2018,02,23,24/Feb/18,12:32,15:32,2018-02-24,EI,Isla de los Estados - Bahia York,de los Estados Island,-54.78333,-64.25000,54°48.40,064°17.29,,,HE,Hanse Explorer,,-999,-999,0,0,-999,1,,,,0,,NA,,
FP_ST_20180228_1,2017 2018,2,2018,02,28,28/Feb/18,9:00,12:00,2018-02-28,ST,Stonington,Stonington Island,-68.18600,-66.99700,68°10.95'S,067°01.29'W,-68.1930556,-67.0247222,GA,G Adventures,,4,5.42,1,1,CC1531002_20180228_120945.csv,1,,,,1,sample_087,NA,,Changed from sample_061 to sample_087
FP_PT_20180301_1,2017 2018,2,2018,03,01,1/Mar/18,15:50,18:50,2018-03-01,PT,Peterman,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,GA,G Adventures,,5.2,7.04,1,1,CC1531002_20180301_185748.csv,1,,,,1,sample_067,NA,,Changed from sample_084 to sample_067
FP_CI_20180302_1,2017 2018,2,2018,03,02,2/Mar/18,9:35,12:35,2018-03-02,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,,9.36,12.68,1,1,CC1735003_20180302_123027.csv,1,,,,1,sample_020,NA,,Changed from sample_084 to sample_067
FP_PH_20180303_1,2017 2018,2,2018,03,03,3/Mar/18,9:25,12:25,2018-03-03,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,64°53.40,062°52.44,,,PL,Polar Latitudes,,8.1,10.97,1,1,CC1735003_20180303_122738.csv,1,,,,1,sample_063,NA,,Changed from sample_019 to sample_063
FP_PT_20180309_1,2017 2018,2,2018,03,09,9/Mar/18,15:00,18:00,2018-03-09,PT,Peterman,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,GA,G Adventures,,4,5.42,1,1,CC1531002_20180309_180627.csv,1,,,,1,sample_068,NA,,Changed from sample_047 to sample_068
FP_PH_20180310_1,2017 2018,2,2018,03,10,10/Mar/18,9:30,12:30,2018-03-10,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,64°54.7025,62°52.076,,,GA,G Adventures,,3,4.06,1,1,CC1531002_20180310_122936.csv,1,,,,1,sample_049,NA,,Changed from sample_031 to sample_049
FP_NH_20180310_1,2017 2018,2,2018,03,10,10/Mar/18,14:20,17:20,2018-03-10,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,,5.4,7.31,1,1,CC1531002_20180310_172657.csv,1,,,,1,sample_064,NA,,Changed from sample_073 to sample_064
FP_CI_20180311_1,2017 2018,2,2018,03,11,11/Mar/18,9:00,12:00,2018-03-11,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,GA,G Adventures,,10.7,14.49,1,1,CC1531002_20180311_121757.csv,1,,,,1,sample_021,NA,,Changed from sample_029 to sample_021
FP_NH_20180317_1,2017 2018,2,2018,03,17,17/Mar/18,9:00,12:00,2018-03-17,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,,-999,-999,0,1,CC1531002_20180317_121954.csv,1,,,,1,sample_022,NA,,Changed from sample_030 to sample_022
FP_CI_20180317_1,2017 2018,2,2018,03,17,17/Mar/18,14:20,17:20,2018-03-17,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,GA,G Adventures,,8.85,11.99,1,1,CC1531002_20180317_172919.csv,1,,,,1,sample_050,NA,,Changed from sample_053 to sample_050
FP_PT_20180318_1,2017 2018,2,2018,03,18,18/Mar/18,14:40,17:40,2018-03-18,PT,Peterman,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,GA,G Adventures,,4.8,6.50,1,1,CC1531002_20180318_174833.csv,1,,,,1,sample_069,NA,,Changed from sample_061 to sample_069
FP_NH_20181102_1,2018 2019,3,2018,11,02,2/Nov/18,19:46,22:46,2018-11-02,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,NA,NA,NA,NA,HU,Hurtigruten Expeditions,Midnatsol,5.7,7.72,1,0,-999,1,,,,1,,NA,,
FP_OH_20181111_1,2018 2019,3,2018,11,11,11/Nov/18,11:50,14:50,2018-11-11,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,HU,Hurtigruten Expeditions,Midnatsol,16.46,22.29,1,0,-999,0,,,,1,sample_129,NA,,
FP_CI_20181112_1,2018 2019,3,2018,11,12,12/Nov/18,16:09,19:09,2018-11-12,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,HU,Hurtigruten Expeditions,Midnatsol,-999,-999,0,1,CC1627007_20181112_190431.csv,1,,,,1,sample_093,NA,,
FP_HI_20181118_1,2018 2019,3,2018,11,18,18/Nov/18,11:15,14:15,2018-11-18,HI,Danger Island/Heroina Island,Heroina Island,-63.42300,-54.69200,NA,NA,NA,NA,PL,Polar Latitudes,Hebridean Sky,15,20.32,1,1,CC1735003_20181118_142426.csv,0,,,,0,,,,
FP_CI_20181122_1,2018 2019,3,2018,11,22,22/Nov/18,10:55,13:55,2018-11-22,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,HU,Hurtigruten Expeditions,Midnatsol,11.3,15.31,1,1,CC1627007_20181122_141035.csv,1,,,,1,sample_094,NA,,
FP_CI_20181128_1,2018 2019,3,2018,11,28,28/Nov/18,9:20,12:20,2018-11-28,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,Hebridean Sky,14.3,19.37,1,1,CC1735003_20181128_123658.csv,1,,,,1,sample_095,NA,,
FP_CI_20181205_1,2018 2019,3,2018,12,05,5/Dec/18,17:10,20:10,2018-12-05,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,HU,Hurtigruten Expeditions,Midnatsol,13.1,17.74,1,1,CC1627007_20181205_201342.csv,1,,,,1,sample_096,NA,,
FP_CC_20181208_1,2018 2019,3,2018,12,08,8/Dec/18,8:31,11:31,2018-12-08,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,GA,G Adventures,Expedition,7.5,10.16,1,2,"CC1531002_20181208_114452.csv,CC1531002_20181208_115102.csv",1,,,,1,sample_088,NA,,
FP_CC_20181208_2,2018 2019,3,2018,12,08,8/Dec/18,16:00,19:00,2018-12-08,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,PL,Polar Latitudes,-999,8,10.84,1,1,CC1735003_20181208_191931.csv,1,,,,1,sample_112,NA,,
FP_NH_20181209_1,2018 2019,3,2018,12,09,9/Dec/18,8:45,11:45,2018-12-09,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,Expedition,10.32,13.98,1,2,"CC1531002_20181209_114836.csv,CC1531002_20181209_115644.csv",1,,,,1,sample_114,NA,,
FP_PH_20181209_1,2018 2019,3,2018,12,09,9/Dec/18,15:32,18:32,2018-12-09,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,64°54.66'S,062°51.94'W,-64.9183,-62.8761,GA,G Adventures,Expedition,8.1,10.97,1,2,"CC1531002_20181209_183441.csv,CC1531002_20181209_184044.csv",1,,,,1,sample_136,NA,,
FP_CI_20181210_1,2018 2019,3,2018,12,10,10/Dec/18,10:30,13:30,2018-12-10,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,Hebridean Sky,12,16.25,1,1,CC1735003_20181210_133601.csv,1,,,,1,sample_097,NA,,
FP_OH_20181210_1,2018 2019,3,2018,12,10,10/Dec/18,15:00,18:00,2018-12-10,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,PL,Polar Latitudes,Hebridean Sky,9.65,13.07,1,1,CC1735003_20181210_182625.csv,1,,,,1,sample_130,NA,,
FP_DI_20181213_1,2018 2019,3,2018,12,13,13/Dec/18,15:41,18:41,2018-12-13,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,PL,Polar Latitudes,Hebridean Sky,8.8,11.92,1,1,CC1735003_20181213_184814.csv,1,,,,1,sample_106,NA,,
FP_NH_20181215_1,2018 2019,3,2018,12,15,15/Dec/18,9:10,12:10,2018-12-14,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,Hebridean Sky,6.1,8.26,1,2,"CC1735003_20181215_121511.csv,CC1735003_20181215_122354.csv",1,,,,0,sample_115,NA,,
FP_OH_20181215_1,2018 2019,3,2018,12,15,15/Dec/18,15:25,18:25,2018-12-15,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,PL,Polar Latitudes,Hebridean Sky,9.5,12.87,1,1,CC1735003_20181215_185837.csv,1,,,,1,sample_131,NA,,
FP_DI_20181216_1,2018 2019,3,2018,12,16,16/Dec/18,8:50,11:50,2018-12-16,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,GA,G Adventures,Expedition,6.93,9.39,1,2,"CC1531002_20181216_115730.csv,CC1531002_20181216_120231.csv",1,,,,1,sample_107,NA,,
FP_NH_20181216_1,2018 2019,3,2018,12,16,16/Dec/18,14:26,17:26,2018-12-16,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,Expedition,6.86,9.29,1,2,"CC1531002_20181216_173427.csv,CC1531002_20181216_174358.csv",1,,,,1,sample_116,NA,,
FP_PH_20181218_1,2018 2019,3,2018,12,18,18/Dec/18,16:16,19:16,2018-12-18,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,NA,NA,-64.9109908,-62.8605935,-999,-999,-999,-999,-999,0,2,"CC1531002_20181218_191657.csv,CC1531002_20181218_191856.csv",0,,,,0,,,,
FP_MX_20181219_1,2018 2019,3,2018,12,19,19/Dec/18,14:43,17:43,2018-12-19,MX,Maxwell Bay,Maxwell Bay,-62.22300,-58.85900,NA,NA,-62.2010751,-58.9409928,-999,-999,-999,-999,-999,0,1,CC1735004_20181219_194923.csv,0,,,,0,,,,
FP_PH_20181220_1,2018 2019,3,2018,12,20,20/Dec/18,9:47,12:47,2018-12-20,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,NA,NA,NA,NA,PL,Polar Latitudes,Hebridean Sky,8.59,11.63,1,1,CC1735003_20181220_125435.csv,1,,,,0,,NA,,
FP_CI_20181224_1,2018 2019,3,2018,12,24,24/Dec/18,16:40,19:40,2018-12-24,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,Hebridean Sky,8.8,11.92,1,1,CC1735003_20181224_194857.csv,1,,,,1,sample_098,NA,,
FP_CI_20181225_1,2018 2019,3,2018,12,25,25/Dec/18,8:46,11:46,2018-12-25,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,GA,G Adventures,Expedition,8.99,12.18,1,2,"CC1531002_20181225_114931.csv,CC1531002_20181225_115543.csv",1,,,,1,sample_099,NA,,
FP_PH_20181225_1,2018 2019,3,2018,12,25,25/Dec/18,15:08,18:08,2018-12-25,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,64°54.66'S,062°51.94'W,-64.9183,-62.8761,GA,G Adventures,Expedition,4.46,6.04,1,2,"CC1531002_20181225_181607.csv,CC1531002_20181225_182410.csv",1,,,,1,sample_138,NA,,
FP_OH_20181225_1,2018 2019,3,2018,12,25,25/Dec/18,15:36,18:36,2018-12-25,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,PL,Polar Latitudes,Hebridean Sky,11,14.90,1,1,CC1735003_20181225_184058.csv,1,,,,1,sample_132,NA,,
FP_PH_20181226_1,2018 2019,3,2018,12,26,26/Dec/18,11:46,14:46,2018-12-26,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,64°54.66'S,062°51.94'W,-64.9183,-62.8761,QE,Quixote Expeditions,-999,10,13.54,1,1,CC1735004_20181226_150004.csv,1,,,,1,sample_139,NA,,
FP_NH_20181228_1,2018 2019,3,2018,12,28,28/Dec/18,14:37,17:37,2018-12-28,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,Monrovia,8.8,11.92,1,2,"CC1531002_20181228_174439.csv,CC1531002_20181228_175125.csv",1,,,,1,sample_117,NA,,
FP_WH_20181231_1,2018 2019,3,2018,12,31,31/Dec/18,15:27,18:27,2018-12-31,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,HU,Hurtigruten Expeditions,Midnatsol,11.1,15.03,1,1,CC1627007_20181231_183846.csv,1,,,,1,sample_144,NA,,
FP_DI_20190105_1,2018 2019,3,2019,01,05,5/Jan/19,3:00,06:00,2019-01-05,DI,Danco Island,Danco Island,-64.74600,-62.62200,NA,NA,NA,NA,GA,G Expedition,-999,10.16,13.76,1,0,-999,0,,,,1,,NA,,
FP_WH_20190106_1,2018 2019,3,2019,01,06,6/Jan/19,18:05,21:05,2019-01-06,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,NA,NA,NA,NA,QE,Quixote Expeditions,-999,9.26,12.54,1,3,"CC1531002_20190106_181702.csv,CC1531002_20190106_183239.csv,CC1735004_20190106_212826.csv",1,,,,1,sample_148,NA,,
FP_NH_20190109_1,2018 2019,3,2019,01,09,9/Jan/19,19:20,22:20,2019-01-09,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,HU,Hurtigruten Expeditions,Midnatsol,4.18,5.66,1,0,-999,1,,,,1,sample_118,NA,,
FP_WH_20190111_1,2018 2019,3,2019,01,11,11/Jan/19,15:20,18:20,2019-01-11,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°30.43'S,61°58.48'W,-64.5119,-61.98,HU,Hurtigruten Expeditions,Midnatsol,7.23,9.79,1,0,-999,1,,,,1,sample_149,NA,,
FP_WH_20190112_1,2018 2019,3,2019,01,12,12/Jan/19,9:32,12:32,2019-01-12,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°30.43'S,61°58.48'W,-64.5119,-61.98,QE,Quixote Expeditions,-999,9,12.19,1,1,CC1735004_20190112_124859.csv,1,,,,1,sample_150,NA,,
