UNIQUE ID CODE ,seasonyear,seasonphase,year,month,day,date_local,time_local,time (UTC),date (UTC),loc id,site name nickname,location,latitude,longitude,Latitude DMS specific,Longitude DMS specific,Latitude DD specific,Longitude DD specific,operator id,ship operator,Vessel Name,secchi depth,euphotic zone (Zeu),secchi,CTD cast,CTD cast file name,Lugol collected (#),Micro processed (Y/N),Microscopy Sample ID,Net + lugol collected (#),Filter collected (#),Genetics_18sv9_Sample ID,d180 isotope,HydroColor,Comments
FP_DP_2024222_1,2023 2024,7,2024,2,22,22/Feb/24,16:15,19:15,2024-02-22,DP,Damoy Point,Damoy Point,-64.82000,-63.52000,-64.49241,-63.31054,,,HU,Hurtigruten Expeditions,Nansen,4.7,,1,1,,1,,,,,,,,
FP_OH_202433_1,2023 2024,7,2024,3,3,3/Mar/24,14:38,17:38,2024-03-03,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,-64°37.710',-62°32.625',,,HU,Hurtigruten Expeditions,Nansen,11.5,,1,1,,1,,,,,,,,
FP_OH_202433_1,2023 2024,7,2024,3,3,3/Mar/24,18:53,21:53,2024-03-03,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,-64.634,-62.5488,,,HU,Hurtigruten Expeditions,Nansen,14.8,,1,1,,,,,,,,,,
FP_NH_2024312_1,2023 2024,7,2024,3,12,12/Mar/24,15:14,18:14,2024-03-12,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,-64°51.051',-62°32.589',,,HU,Hurtigruten Expeditions,Nansen,13,,1,1,,1,,,,,,,,
FP_NH_2024312_1,2023 2024,7,2024,3,12,12/Mar/24,10:15,13:15,2024-03-12,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,-64°50.874',-62°32.396',,,HU,Hurtigruten Expeditions,Nansen,11.33,,1,1,,1,,,,,,,,
FP_DI_2024324_1,2023 2024,7,2024,3,24,24/Mar/24,14:28,17:28,2024-03-24,DI,Danco ,Danco Island,-64.74600,-62.62200,-64.7223,-62.6173,,,HU,Hurtigruten Expeditions,Nansen,14.88,,1,1,,1,,,,,,,,
FP_WH_2024322_1,2023 2024,7,2024,3,22,22/Mar/24,17:27,20:27,2024-03-22,WH,Wilhelmina Bay ,Wilhelmina Bay,-64.64200,-62.16000,-64°39.522',-62°64.374',,,HU,Hurtigruten Expeditions,Nansen,,,,1,,1,,,,,,,,
FP_HM_2024321_1,2023 2024,7,2024,3,21,21/Mar/24,13:26,16:26,2024-03-21,HM,Halfmoon Island,Halfmoon Island,-62.59500,-59.97400,-62.5776,-59.9131,,,HU,Hurtigruten Expeditions,Nansen,9.7,,1,1,,1,,,,,,,,
FP_MH_2024314_1,2023 2024,7,2024,3,14,14/Mar/24,10:30,13:30,2024-03-14,MH,Mikkelsen Harbour,Mikkelsen Harbour,-63.89600,-60.77600,-63.5458,-60.48275,,,HU,Hurtigruten Expeditions,Nansen,,,,1,,1,,,,,,,,
FP_NH_20231224_1,2023 2024,7,2023,12,24,24/Dec/23,9:05,12:05,2023-12-24,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,-64.5026,-62.335,,,,Intrepid,Ocean Endeavour,5.14,,1,,,1,,,,,,,,
FP_PP_20231225_1,2023 2024,7,2023,12,25,25/Dec/23,8:25,11:25,2023-12-25,PP,Portal Point,Portal Point,-64.50200,-61.75600,"-64°30'035""","-61°45'15""",,,,Intrepid,Ocean Endeavour,6,,1,1,,1,,,,,,,,
FP_HI_20231231_1,2023 2024,7,2023,12,31,31/Dec/23,8:15,11:15,2023-12-31,HI,Heroina Island,Heroina Island,-63.42300,-54.69200,"-63°23'3""","-54°36'10""",,,,Intrepid,Ocean Endeavour,14.77,,1,1,,1,,,,,,,,
FP_OH_202421_1,2023 2024,7,2024,2,1,1/Feb/24,8:10,11:10,2024-02-01,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,"-64°37'24""","-62°32'36""",,,,Intrepid,Ocean Endeavour,4.83,,1,1,,1,,,,,,,,
FP_CI_2024212_1,2023 2024,7,2024,2,12,12/Feb/24,8:30,11:30,2024-02-12,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,-64.668,-62.608,,,,Intrepid,Ocean Endeavour,7.7,,1,1,,1,,,,,,,,
FP_OH_2024214_1,2023 2024,7,2024,2,14,14/Feb/24,14:25,17:25,2024-02-14,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,-64.637,-62.533,,,,Intrepid,Ocean Endeavour,10.55,,1,,,1,,,,,,,,
FP_DI_2024222_1,2023 2024,7,2024,2,22,22/Feb/24,15:20,18:20,2024-02-22,DI,Danco Island ,Danco Island,-64.74600,-62.62200,-64.749,-62.616,,,,Intrepid,Ocean Endeavour,8.6,,1,1,,1,,,,,,,,
FP_PP_2024223_1,2023 2024,7,2024,2,23,23/Feb/24,8:45,11:45,2024-02-23,PP,Charlotte Bay,Portal Point,-64.50200,-61.75600,-64.584,-61.635,,,,Intrepid,Ocean Endeavour,7.3,,1,1,,1,,,,,,,,
FP_WH_202411_1,2023 2024,7,2024,1,1,1/Jan/24,9:17,12:17,2024-01-01,WH,Foyn Harbour,Wilhelmina Bay,-64.64200,-62.16000,-64.3241,-61.5836,,,,Intrepid,Ocean Endeavour,5.19,,1,1,,1,,,,,,,,
FP_BB_2024122_1,2023 2024,7,2024,1,22,22/Jan/24,8:25,11:25,2024-01-22,BB,Brown Bluff,Brown Bluff,-63.52000,-56.87300,"-63°31'7""","-56°51'48""",,,,Intrepid,Ocean Endeavour,11.15,,1,1,,1,,,,,,,,
FP_OH_2024124_1,2023 2024,7,2024,1,24,24/Jan/24,9:10,12:10,2024-01-24,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,"-64°37'17""","-62°32'01""",,,,Intrepid,Ocean Endeavour,3.23,,1,1,,1,,,,,,,,
FP_DI_202432_1,2023 2024,7,2024,3,2,2/Mar/24,15:30,18:30,2024-03-02,DI,Danco,Danco Island,-64.74600,-62.62200,-64.74596,-62.62198,,,,Intrepid,Ocean Endeavour,11.1,,1,1,,1,,,,,,,,
FP_WH_202434_1,2023 2024,7,2024,3,4,4/Mar/24,9:00,12:00,2024-03-04,WH,Wilhelmina Bay ,Wilhelmina Bay,-64.64200,-62.16000,-64.6562,-62.10942,,,,Intrepid,Ocean Endeavour,13.2,,1,1,,1,,,,,,,,
FP_CC_202436_1,2023 2024,7,2024,3,6,6/Mar/24,10:00,13:00,2024-03-06,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,-64.13503,-60.98873,,,,Intrepid,Ocean Endeavour,9.58,,1,1,,1,,,,,,,,
FP_DI_2024316_1,2023 2024,7,2024,3,16,16/Mar/24,8:00,11:00,2024-03-16,DI,Danco Island ,Danco Island,-64.74600,-62.62200,-64.75,-62.62,,,,Intrepid,Ocean Endeavour,14,,1,,,1,,,,,,,,
FP_PH_20231216_1,2023 2024,7,2023,12,16,16/Dec/23,18:15,21:15,2023-12-16,PH,Paradise Bay,Paradise Harbour,-64.91200,-62.86200,"-64°54'66""","-62°51'94""",,,QE,Quixote Expeditions,Ocean Tramp ,6.1,,1,,,1,,,,,,,,
FP_WH_20231224_1,2023 2024,7,2023,12,24,24/Dec/23,17:23,20:23,2023-12-24,WH,Enterprise ,Wilhelmina Bay,-64.64200,-62.16000,-64°32.237',-61°58.461',,,QE,Quixote Expeditions,Ocean Tramp ,5.7,,1,1,,1,,,,,,,,
FP_WH_202422_1,2023 2024,7,2024,2,2,2/Feb/24,11:30,14:30,2024-02-02,WH,Enterprise,Wilhelmina Bay,-64.64200,-62.16000,-64.5318,-61.9144,,,QE,Quixote Expeditions,Ocean Tramp ,5.23,,1,1,,1,,,,,,,,
FP_PH_202424_1,2023 2024,7,2024,2,4,4/Feb/24,16:40,19:40,2024-02-04,PH,Paradise Bay,Paradise Harbour,-64.91200,-62.86200,-64.9088,-62.8644,,,QE,Quixote Expeditions,Ocean Tramp ,5.6,,1,1,,1,,,,,,,,
FP_PC_202427_1,2023 2024,7,2024,2,7,7/Feb/24,8:40,11:40,2024-02-07,PC,Port Charcot,Port Charcot,-65.06500,-64.98611,-65.0588,-64.0206,,,QE,Quixote Expeditions,Ocean Tramp ,7.3,,1,1,,1,,,,,,,,
FP_PH_2024119_1,2023 2024,7,2024,1,19,19/Jan/24,14:45,17:45,2024-01-19,PH,Paradise ,Paradise Harbour,-64.91200,-62.86200,-64°540543',-62°51.928,,,QE,Quixote Expeditions,Ocean Tramp ,4.4,,1,1,,1,,,,,,,,
FP_PC_2024123_1,2023 2024,7,2024,1,23,23/Jan/24,16:00,19:00,2024-01-23,PC,Port Charcot,Port Charcot,-65.06500,-64.98611,-65.0625,-64.0254,,,QE,Quixote Expeditions,Ocean Tramp ,7.5,,1,1,,1,,,,,,,,
FP_MH_2024223_1,2023 2024,7,2024,2,23,23/Feb/24,9:49,12:49,2024-02-23,MH,Mikkelsen Harbour,Mikkelsen Harbour,-63.89600,-60.77600,"-63°90'771""","-60°71'944""",,,VK,Viking,Octantis,13,,1,1,,1,,,,,,,,
FP__202423_1,2023 2024,7,2024,2,3,3/Feb/24,14:48,17:48,2024-02-03,,Discovery Bay,Discovery Bay,,,"-62°28'71""","-59°41'521""",,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP__2023121_1,2023 2024,7,2023,12,1,1/Dec/23,14:20,17:20,2023-12-01,,Chiriguano Bay ,Chiriguano Bay,,,-64°29.0497',-62°31.5825',,,VK,Viking,Octantis,10.8,,1,1,,1,,,,,,,,
FP__2024128_1,2023 2024,7,2024,1,28,28/Jan/24,9:56,12:56,2024-01-28,,Astrolabe,Astrolabe,,,-64.52075,-61.92065,,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP__202425_1,2023 2024,7,2024,2,5,5/Feb/24,15:00,18:00,2024-02-05,,Recess Cove,Recess Cove,,,"-64°30'8116""","-61°38'121""",,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP_WH_2024127_1,2023 2024,7,2024,1,27,27/Jan/24,14:43,17:43,2024-01-27,WH,Enterprise,Wilhelmina Bay,-64.64200,-62.16000,-64.53831,-61.91353,,,VK,Viking,Octantis,4.79,,1,1,,1,,,,,,,,
FP_CI_2024113_1,2023 2024,7,2024,1,13,13/Jan/24,14:47,17:47,2024-01-13,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,"-64°40'068""","-61°37'113""",,,VK,Viking,Octantis,11.3,,1,1,,1,,,,,,,,
FP_MH_202416_1,2023 2024,7,2024,1,6,6/Jan/24,9:02,12:02,2024-01-06,MH,Mikkelsen Harbour,Mikkelsen Harbour,-63.89600,-60.77600,-63°53.139',-60°46.343',,,VK,Viking,Octantis,8,,1,1,,1,,,,,,,,
FP_PP_20231226_1,2023 2024,7,2023,12,26,26/Dec/23,9:46,12:46,2023-12-26,PP,Portal Point,Portal Point,-64.50200,-61.75600,-64°30.062',-61°44.315',,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP__20231214_1,2023 2024,7,2023,12,14,14/Dec/23,13:10,16:10,2023-12-14,,Hope Bay,Hope Bay,,,-63°23.85',-59°01.38',,,VK,Viking,Octantis,13.53,,1,1,,1,,,,,,,,
FP__2023117_1,2023 2024,7,2023,11,7,7/Nov/23,,03:00,2023-11-07,,Drygalski ,Drygalski Fjord,,,,,,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP_DP_2023116_1,2023 2024,7,2023,11,6,6/Nov/23,15:42,18:42,2023-11-06,DP,Damoy Point,Damoy Point,-64.82000,-63.52000,-64°49.1146',-63°31.463',,,VK,Viking,Octantis,11.65,,1,1,,1,,,,,,,,
FP_YH_20231110_1,2023 2024,7,2023,11,10,10/Nov/23,9:35,12:35,2023-11-10,YH,Yankee Harbour,Yankee Harbour,-62.52400,-59.77800,,,,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP_MH_20231111_1,2023 2024,7,2023,11,11,11/Nov/23,9:35,12:35,2023-11-11,MH,Mikkelsen Harbour,Mikkelsen Harbour,-63.89600,-60.77600,"-63°53'86""","-60°46'943""",,,VK,Viking,Octantis,4.2,,1,1,,1,,,,,,,,
FP_MH_20231111_1,2023 2024,7,2023,11,11,11/Nov/23,17:30,20:30,2023-11-11,MH,Mikkelsen Harbour,Mikkelsen Harbour,-63.89600,-60.77600,"-63°52'878""","-60°46'701""",,,VK,Viking,Octantis,11.33,,1,1,,1,,,,,,,,
FP_CI_20231120_1,2023 2024,7,2023,11,20,20/Nov/23,15:47,18:47,2023-11-20,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,-64°40.526',-62°36.365',,,VK,Viking,Octantis,12.12,,1,1,,1,,,,,,,,
FP_CI_20231120_1,2023 2024,7,2023,11,20,20/Nov,14:36,17:36,2023-11-20,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,-64°40.66',-62°37.107',,,VK,Viking,Octantis,13.65,,1,1,,1,,,,,,,,
FP_MH_20231124_1,2023 2024,7,2023,11,24,24/Nov/23,14:19,17:19,2023-11-24,MH,Mikkelsen Bay ,Mikkelsen Harbour,-63.89600,-60.77600,-63°54.015',-60°46.873',,,VK,Viking,Octantis,9.21,,1,1,,1,,,,,,,,
FP__2023121_1,2023 2024,7,2023,12,1,1/Dec/23,14:20,17:20,2023-12-01,,Chiriguano Bay ,Chiriguano Bay,,,-64°29.0497',-62°31.5825',,,VK,Viking,Octantis,10.8,,1,1,,1,,,,,,,,
FP_OH_2023122_1,2023 2024,7,2023,12,2,2/Dec/23,9:32,12:32,2023-12-02,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,-64°37.674',-62°32.386',,,VK,Viking,Octantis,7.27,,1,1,,1,,,,,,,,
FP_PP_2023123_1,2023 2024,7,2023,12,3,3/Dec/23,8:26,11:26,2023-12-03,PP,Portal Point,Portal Point,-64.50200,-61.75600,-64°30.321',-61°45.305',,,VK,Viking,Octantis,7.6,,1,1,,1,,,,,,,,
FP__20231213_1,2023 2024,7,2023,12,13,13/Dec/23,8:23,11:23,2023-12-13,,Recess Cove,Recess Cove,,,-64°31.266',-61°36.33',,,VK,Viking,Octantis,4.5,,1,1,,1,,,,,,,,
FP_PP_202413_1,2023 2024,7,2024,1,3,3/Jan/24,9:06,12:06,2024-01-03,PP,Portal Point,Portal Point,-64.50200,-61.75600,"-64°30'07.2""","-61°45'21.6""",,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP_NH_202414_1,2023 2024,7,2024,1,4,4/Jan/24,15:00,18:00,2024-01-04,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,,,,,VK,Viking,Octantis,7,,1,1,,1,,,,,,,,
FP_MH_202416_1,2023 2024,7,2024,1,6,6/Jan/24,9:02,12:02,2024-01-06,MH,Mikkelsen,Mikkelsen Harbour,-63.89600,-60.77600,-63°53.139',-60°46.343',,,VK,Viking,Octantis,8,,1,1,,1,,,,,,,,
FP_CI_2024113_1,2023 2024,7,2024,1,13,13/Jan/24,14:47,17:47,2024-01-13,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,-64°40.068',-62°37.113',,,VK,Viking,Octantis,11.3,,1,1,,1,,,,,,,,
FP_NH_202414_1,2023 2024,7,2024,1,4,4/Jan/24,14:25,17:25,2024-01-04,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,-64°50.594',-62°31.795',,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP__202424_1,2023 2024,7,2024,2,4,4/Feb/24,14:35,17:35,2024-02-04,,Astrolabe,Astrolabe,,,-63°17.6525',-58°39.4532',,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP_DP_2024124_1,2023 2024,7,2024,1,24,24/Jan/24,8:59,11:59,2024-01-24,DP,Damoy Point,Damoy Point,-64.82000,-63.52000,-64°48.767',-63°31.273',,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP_MH_202416_1,2023 2024,7,2024,1,6,6/Jan/24,,03:00,2024-01-06,MH,Mikkelsen,Mikkelsen Harbour,-63.89600,-60.77600,,,,,VK,Viking,Octantis,,,,,,1,,,,,,,,
FP_DP_20231222_1,2023 2024,7,2023,12,22,22/Dec/23,12:40,15:40,2023-12-22,DP,Damoy Point,Damoy Point,-64.82000,-63.52000,-64.81303,-63.52655,,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
FP__20231224_1,2023 2024,7,2023,12,24,24/Dec/23,,03:00,2023-12-24,,Brown Station,Brown Station ,,,,,,,VK,Viking,Octantis,,,,,,1,,,,,,,,
FP_BB_2024129_1,2023 2024,7,2024,1,29,29/Jan/24,14:42,17:42,2024-01-29,BB,Brown Bluff,Brown Bluff,-63.52000,-56.87300,-63.50966,-56.59411,,,VK,Viking,Octantis,,,,1,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP_NH_2023118_1,2023 2024,7,2023,11,8,8/Nov/23,14:39,17:39,2023-11-8,NH,Neko Harbour ,Neko Harbour,-64.85090,-62.54185,-64°50.395',-62°33.129',,,,Intrepid,Ocean Endeavour,7.89,,1,1,,1,,,,,,,,
#N/A,2023 2024,7,2023,11,17,17/Nov/23,9:15,12:15,2023-11-17,#N/A,Charlotte Bay,Charlotte Bay,#N/A,#N/A,-64°31.946',-61°41.941',,,,Intrepid,Ocean Endeavour,8.9,,1,1,,1,,,,,,,,
FP_PP_20231117_1,2023 2024,7,2023,11,17,17/Nov/23,15:12,18:12,2023-11-17,PP,Portal Point,Portal Point,-64.50200,-61.75600,-64°30.176',-61°44.456',,,,Intrepid,Ocean Endeavour,14.43,,1,1,,1,,,,,,,,
FP_CC_2023125_1,2023 2024,7,2023,12,5,5/Dec/23,17:12,20:12,2023-12-5,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,"-64°07'47.66""","-61°00'37.23""",,,,Intrepid,Ocean Endeavour,10.1,,1,1,,1,,,,,,,,
FP_DI_20231213_1,2023 2024,7,2023,12,13,13/Dec/23,9:12,12:12,2023-12-13,DI,Danco Island,Danco Island,-64.74600,-62.62200,"-64°42'56.08""","-62°35'45.76""",,,,Intrepid,Ocean Endeavour,9.46,,1,1,,1,,,,,,,,
FP_NH_20231224_1,2023 2024,7,2023,12,24,24/Dec/23,9:05,12:05,2023-12-24,NH,Neko Harbour ,Neko Harbour,-64.85090,-62.54185,"-64°50'26""","-62°33'50""",,,,Intrepid,Ocean Endeavour,5.14,,1,,,1,,,,,,,,
FP_PP_20231225_1,2023 2024,7,2023,12,25,25/Dec/23,8:25,11:25,2023-12-25,PP,Portal Point,Portal Point,-64.50200,-61.75600,"-64°30'03""","-61°45'15""",,,,Intrepid,Ocean Endeavour,6,,1,1,,1,,,,,,,,
#N/A,2023 2024,7,2024,1,1,1/Jan/24,9:17,12:17,2024-1-1,#N/A,Foyn Harbour,Foyn Harbour,#N/A,#N/A,"-64°32'41""","-61°58'36""",,,,Intrepid,Ocean Endeavour,5.19,,1,1,,1,,,,,,,,
FP_HI_20231231_1,2023 2024,7,2023,12,31,31/Dec/23,8:15,11:15,2023-12-31,HI,Heroina Island,Heroina Island,-63.42300,-54.69200,"-63°23'3""","-54°36'10""",,,,Intrepid,Ocean Endeavour,14.77,,1,1,,1,,,,,,,,
FP_BB_2024122_1,2023 2024,7,2024,1,22,22/Jan/24,8:25,11:25,2024-1-22,BB,Brown Bluff,Brown Bluff,-63.52000,-56.87300,"-63°31'7""","-56°51'48""",,,,Intrepid,Ocean Endeavour,11.15,,1,1,,1,,,,,,,,
FP_OH_2024124_1,2023 2024,7,2024,1,24,24/Jan/24,9:10,12:10,2024-1-24,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,"-64°37'17""","-62°32'01""",,,,Intrepid,Ocean Endeavour,3.23,,1,1,,1,,,,,,,,
FP_OH_202421_1,2023 2024,7,2024,2,1,1/Feb/24,8:10,11:10,2024-2-1,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,"-64°32'24""","-62°32'36""",,,,Intrepid,Ocean Endeavour,4.83,,1,1,,1,,,,,,,,
FP_DI_202422_1,2023 2024,7,2024,2,2,2/Feb/24,15:10,18:10,2024-2-2,DI,Danco Island,Danco Island,-64.74600,-62.62200,"-64°43'7""","-62°36'36""",,,,Intrepid,Ocean Endeavour,5.2,,1,1,,1,,,,,,,,
FP_CI_2024212_1,2023 2024,7,2024,2,12,12/Feb/24,8:30,11:30,2024-2-12,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,-64.668,-62.608,,,,Intrepid,Ocean Endeavour,7.7,,1,1,,1,,,,,,,,
FP_OH_2024214_1,2023 2024,7,2024,2,14,14/Feb/24,14:25,17:25,2024-2-14,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,-64.637,-62.533,,,,Intrepid,Ocean Endeavour,10.55,,1,,,1,,,,,,,,
FP_DI_2024222_1,2023 2024,7,2024,2,22,22/Feb/24,15:29,18:29,2024-02-22,DI,Danco Island,Danco Island,-64.74600,-62.62200,-64.799,-62.616,,,,Intrepid,Ocean Endeavour,8.6,,1,1,,1,,,,,,,,
#N/A,2023 2024,7,2024,2,23,23/Feb/24,8:45,11:45,2024-02-23,#N/A,Charlotte Bay,Charlotte Bay,#N/A,#N/A,-64.584,-61.635,,,,Intrepid,Ocean Endeavour,7.3,,1,1,,1,,,,,,,,
FP_DI_202432_1,2023 2024,7,2024,3,2,2/Mar/24,15:00,18:00,2024-03-02,DI,Danco Island,Danco Island,-64.74600,-62.62200,-64.14596,-62.62198,,,,Intrepid,Ocean Endeavour,11.1,,1,1,,1,,,,,,,,
FP_WH_202434_1,2023 2024,7,2024,3,4,4/Mar/24,9:00,12:00,2024-03-04,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,-64.6562,-62.10942,,,,Intrepid,Ocean Endeavour,13.2,,1,1,,1,,,,,,,,
FP_CC_202436_1,2023 2024,7,2024,3,6,6/Mar/24,10:00,13:00,2024-3-6,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,-64.13503,-60.98873,,,,Intrepid,Ocean Endeavour,9.58,,1,1,,1,,,,,,,,
FP_DI_2024316_1,2023 2024,7,2024,3,16,16/Mar/24,8:00,11:00,2024-03-16,DI,Danco Island,Danco Island,-64.74600,-62.62200,-64.25,-62.62,,,,Intrepid,Ocean Endeavour,14,,1,,,1,,,,,,,,
