FID,place_name_mapping,place_name_gazetteer,gaz_id,altitude,feature_type_name,narrative,gazetteer,latitude,longitude,geometry,scar_common_id,country_name,country_id
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_504d,"Grupo, rocas","Grupo, rocas",101073,,Rock,,ARG,-67.55,-67.7333,POINT (-67.733333 -67.55),5739,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_504e,"Guardia Nacional, bahía (Is. Shetland del Sur)","Guardia Nacional, bahía (Is. Shetland del Sur)",101074,,Bay,,ARG,-62.25,-58.8333,POINT (-58.833333 -62.25),9188,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_504f,"Guardián, roca","Guardián, roca",101075,,Rock,,ARG,-67.55,-67.2333,POINT (-67.233333 -67.55),5753,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5050,"Guébriant, islotes","Guébriant, islotes",101076,,Island,,ARG,-67.8,-68.4167,POINT (-68.416667 -67.8),5759,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5051,"Güemes, ensenada","Güemes, ensenada",101077,,Bay,,ARG,-63.1167,-55.75,POINT (-55.75 -63.116667),12272,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5052,"Guépratte, isla","Guépratte, isla",101078,,Island,,ARG,-64.5,-63,POINT (-63 -64.5),5765,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5053,"Guernsey, monte","Guernsey, monte",101079,,Mountain,,ARG,-69.3167,-68.2667,POINT (-68.266667 -69.316667),5766,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5054,"Guerrabut, punta","Guerrabut, punta",101080,,Head,,ARG,-60.7,-45.15,POINT (-45.15 -60.7),5767,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5055,"Guesalaga, península","Guesalaga, península",101081,,Peninsula,,ARG,-62.4833,-59.6667,POINT (-59.666667 -62.483333),5770,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5056,"Guichou, nunatak","Guichou, nunatak",101082,,Nunatak,,ARG,-66.1,-61.3833,POINT (-61.383333 -66.1),5775,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5057,"Guido Spano, isla","Guido Spano, isla",101083,,Island,,ARG,-64.9167,-63.8667,POINT (-63.866667 -64.916667),5776,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5058,"Guijarro, caleta","Guijarro, caleta",101084,,Cove,,ARG,-67.5667,-67.1333,POINT (-67.133333 -67.566667),12915,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5059,"Guillermina, bahía","Guillermina, bahía",101085,,Bay,,ARG,-64.65,-62.1667,POINT (-62.166667 -64.65),16048,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_505a,"Guión, islote","Guión, islote",101086,,Island,,ARG,-61.2833,-55.2333,POINT (-55.233333 -61.283333),5780,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_505b,"Gulch, isla","Gulch, isla",101087,,Island,,ARG,-63.9833,-61.4833,POINT (-61.483333 -63.983333),5782,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_505c,"Gulliver, nunatak","Gulliver, nunatak",101088,,Nunatak,,ARG,-66.2,-62.6667,POINT (-62.666667 -66.2),5786,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_505d,"Gull, canal","Gull, canal",101089,,Channel,,ARG,-68.1833,-67,POINT (-67 -68.183333),5783,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_505e,"Gunnel, canal","Gunnel, canal",101090,,Channel,,ARG,-67.1,-67.5333,POINT (-67.533333 -67.1),5791,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_505f,"Gurruchaga, punta","Gurruchaga, punta",101091,,Head,,ARG,-62.0667,-58.3833,POINT (-58.383333 -62.066667),5803,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5060,"Gusano, seno","Gusano, seno",101092,,Bight,,ARG,-64.6167,-62.1,POINT (-62.1 -64.616667),5805,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5061,"Gutenko, montañas","Gutenko, montañas",101093,,Mountain,,ARG,-72.0333,-64.8333,POINT (-64.833333 -72.033333),5811,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5062,"Guyou, bahía","Guyou, bahía",101094,,Bay,,ARG,-64.1,-62.55,POINT (-62.55 -64.1),5821,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5063,"Guyou, islas","Guyou, islas",101095,,Island,,ARG,-65.0667,-63.4167,POINT (-63.416667 -65.066667),5822,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5064,"Haddington, monte","Haddington, monte",101096,,Mountain,,ARG,-64.25,-57.7333,POINT (-57.733333 -64.25),5838,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5065,"Haddon, bahía","Haddon, bahía",101097,,Bay,,ARG,-63.3,-55.7333,POINT (-55.733333 -63.3),5839,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5066,"Halcón, islas","Halcón, islas",101098,,,,ARG,-65.9333,-65.6667,POINT (-65.666667 -65.933333),5876,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5067,"Halfthree, punta","Halfthree, punta",101099,,Point,,ARG,-62.2333,-58.95,POINT (-58.95 -62.233333),5890,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5068,"Haller, rocas","Haller, rocas",101100,,Rock,,ARG,-64.05,-62.1167,POINT (-62.116667 -64.05),5905,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5069,"Hamburgo, bahía","Hamburgo, bahía",101101,,Bay,,ARG,-64.5333,-63.9167,POINT (-63.916667 -64.533333),5924,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_506a,"Hamilton, cabo","Hamilton, cabo",101102,,Point,,ARG,-64.35,-57.2833,POINT (-57.283333 -64.35),5930,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_506b,"Hampton, glaciar","Hampton, glaciar",101103,,Glacier,,ARG,-69.3333,-70.1,POINT (-70.1 -69.333333),5946,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_506c,"Hanka, islote","Hanka, islote",101104,,Island,,ARG,-64.85,-62.75,POINT (-62.75 -64.85),5962,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_506d,"Hannah, punta","Hannah, punta",101105,,Point,,ARG,-62.65,-60.6333,POINT (-60.633333 -62.65),5965,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_506e,"Hansen, cabo","Hansen, cabo",101106,,Cape,,ARG,-60.6667,-45.5833,POINT (-45.583333 -60.666667),5983,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_506f,"Hansen, isla","Hansen, isla",101107,,Island,,ARG,-67.15,-67.6,POINT (-67.6 -67.15),5976,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5070,"Hanusse, bahía","Hanusse, bahía",101108,,Bay,,ARG,-66.95,-67.5,POINT (-67.5 -66.95),5991,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5071,"Hanza, nunatak","Hanza, nunatak",101109,,Nunatak,,ARG,-66.0167,-61.4,POINT (-61.4 -66.016667),5993,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5072,"Hardy, caleta","Hardy, caleta",101110,,Cove,,ARG,-62.5167,-59.5833,POINT (-59.583333 -62.516667),6004,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5073,"Hardy, punta","Hardy, punta",101111,,Head,,ARG,-62.55,-59.55,POINT (-59.55 -62.55),6005,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5074,"Hardy, rocas","Hardy, rocas",101112,,Rock,,ARG,-66.2833,-67.2833,POINT (-67.283333 -66.283333),6006,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5075,"Harp, islote","Harp, islote",101113,,Island,,ARG,-66,-65.6833,POINT (-65.683333 -66),6025,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5076,"Harrison, pasaje","Harrison, pasaje",101114,,Passage,,ARG,-65.8667,-65.1667,POINT (-65.166667 -65.866667),6043,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5077,"Harris, roca","Harris, roca",101115,,Rock,,ARG,-62.95,-56.3167,POINT (-56.316667 -62.95),6037,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5078,"Hartree, cabo","Hartree, cabo",101116,,Cape,,ARG,-60.7833,-44.7333,POINT (-44.733333 -60.783333),6060,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5079,"Hart, roca","Hart, roca",101117,,Rock,,ARG,-60.6833,-44.3667,POINT (-44.366667 -60.683333),6056,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_507a,"Haslum, pico","Haslum, pico",101118,,Crag,,ARG,-64.3667,-56.9833,POINT (-56.983333 -64.366667),6080,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_507b,"Hauberg, montes","Hauberg, montes",101119,,Mountain,,ARG,-75.8667,-69.25,POINT (-69.25 -75.866667),6095,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_507c,"Havilland, punta","Havilland, punta",101120,,Point,,ARG,-63.9333,-60.2167,POINT (-60.216667 -63.933333),6118,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_507d,"Havre, monte","Havre, monte",101121,,Mountain,,ARG,-69.3333,-71.4167,POINT (-71.416667 -69.333333),6120,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_507e,"Hayes, monte","Hayes, monte",101122,,Mountain,,ARG,-66.8333,-64.1667,POINT (-64.166667 -66.833333),6139,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_507f,"Healy, cabo","Healy, cabo",101123,,Cape,,ARG,-71.3833,-60.9167,POINT (-60.916667 -71.383333),6159,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5080,"Hearst, isla","Hearst, isla",101124,,Island,,ARG,-69.5,-61.8333,POINT (-61.833333 -69.5),6165,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5081,"Hedionda, punta","Hedionda, punta",101125,,Point,,ARG,-61.2167,-55.3833,POINT (-55.383333 -61.216667),14050,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5082,"Henkes, islotes","Henkes, islotes",101127,,Island,,ARG,-67.8,-69,POINT (-69 -67.8),6257,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5083,"Hennequin, punta","Hennequin, punta",101128,,Point,,ARG,-62.1167,-58.35,POINT (-58.35 -62.116667),6260,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5084,"Hennessy, islas","Hennessy, islas",101129,,Island,,ARG,-65.8833,-65.6833,POINT (-65.683333 -65.883333),6262,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5085,"Herdman, cabo","Herdman, cabo",101130,,Cape,,ARG,-72.6,-60.6,POINT (-60.6 -72.6),6290,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5086,"Herdman, rocas","Herdman, rocas",101131,,Rock,,ARG,-60.7,-44.3333,POINT (-44.333333 -60.7),6289,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5087,"Hermelo, isla","Hermelo, isla",101132,,Island,,ARG,-64.3167,-62.9833,POINT (-62.983333 -64.316667),3501,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5088,"Hernandez, glaciar","Hernandez, glaciar",101133,,Glacier,,ARG,-74.5,-62.1667,POINT (-62.166667 -74.5),7185,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5089,"Hernán, caleta","Hernán, caleta",101134,,Cove,,ARG,-64.9,-62.8667,POINT (-62.866667 -64.9),6299,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_508a,"Heroína, caleta","Heroína, caleta",101135,,Cove,,ARG,-64.3667,-61.4167,POINT (-61.416667 -64.366667),6304,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_508b,"Heroína, islote","Heroína, islote",101136,,Island,,ARG,-63.3833,-54.5833,POINT (-54.583333 -63.383333),6303,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_508c,"Hero, bahía","Hero, bahía",101137,,Bay,,ARG,-62.5167,-60.4667,POINT (-60.466667 -62.516667),6300,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_508d,"Herradura, caleta","Herradura, caleta",101138,,Bay,,ARG,-67.8333,-67.2833,POINT (-67.283333 -67.833333),8763,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_508e,"Herradura, isla","Herradura, isla",101139,,Island,,ARG,-67.85,-67.25,POINT (-67.25 -67.85),6623,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_508f,"Herrington, colina","Herrington, colina",101140,,Hill,,ARG,-66.25,-66.7,POINT (-66.7 -66.25),6308,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5090,"Hersilia, caleta","Hersilia, caleta",101141,,Cove,,ARG,-62.6333,-61.2167,POINT (-61.216667 -62.633333),6315,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5091,"Hertha, nunatak","Hertha, nunatak",101142,,Nunatak,,ARG,-65.15,-59.9833,POINT (-59.983333 -65.15),6316,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5092,"Hervéou, punta","Hervéou, punta",101143,,Point,,ARG,-65.0667,-64.0667,POINT (-64.066667 -65.066667),6318,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5093,"Hervé, caleta","Hervé, caleta",101144,,Cove,,ARG,-62.1833,-58.55,POINT (-58.55 -62.183333),6317,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5094,"Hess, glaciar","Hess, glaciar",101145,,Glacier,,ARG,-67.2,-65.1333,POINT (-65.133333 -67.2),6324,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5095,"Hetty, rocas","Hetty, rocas",101146,,Rock,,ARG,-62.6667,-60.7333,POINT (-60.733333 -62.666667),6335,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5096,"Heynen, bahía","Heynen, bahía",101147,,,,ARG,-64.15,-58.2667,POINT (-58.266667 -64.15),6341,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5097,"Heywood, islotes","Heywood, islotes",101148,,Island,,ARG,-62.3167,-59.6833,POINT (-59.683333 -62.316667),6344,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5098,"Hielo, morro","Hielo, morro",101149,,Head,,ARG,-62.0833,-58.1333,POINT (-58.133333 -62.083333),6838,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5099,"Hill, bahía","Hill, bahía",101150,,Bay,,ARG,-64.1667,-62.15,POINT (-62.15 -64.166667),6382,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_509a,"Hilton, ensenada","Hilton, ensenada",101151,,Inlet,,ARG,-72,-61.3333,POINT (-61.333333 -72),6392,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_509b,"Hinks, cabo","Hinks, cabo",101152,,Cape,,ARG,-69.1667,-63.1667,POINT (-63.166667 -69.166667),6399,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_509c,"Hinks, canal","Hinks, canal",101153,,Channel,,ARG,-67.25,-67.5,POINT (-67.5 -67.25),6398,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_509d,"Hipócrates, glaciar","Hipócrates, glaciar",101154,,Glacier,,ARG,-64.3667,-62.35,POINT (-62.35 -64.366667),6406,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_509e,"Hipólito, punta","Hipólito, punta",101155,,Point,,ARG,-64.6667,-63.1167,POINT (-63.116667 -64.666667),6407,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_509f,"Hirart, monte","Hirart, monte",101156,,Mountain,,ARG,-65.75,-64.3667,POINT (-64.366667 -65.75),6408,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a0,"Hitchcock, montaña","Hitchcock, montaña",101157,,Heights,,ARG,-68.8,-64.8333,POINT (-64.833333 -68.8),6413,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a1,"Hobbs, glaciar","Hobbs, glaciar",101158,,Glacier,,ARG,-64.3,-57.5,POINT (-57.5 -64.3),6434,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a2,"Hoek, glaciar","Hoek, glaciar",101159,,Glacier,,ARG,-66,-65.05,POINT (-65.05 -66),6456,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a3,"Hoffman, islote","Hoffman, islote",101160,,Island,,ARG,-62.6,-59.8667,POINT (-59.866667 -62.6),12469,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a4,"Hoffman, nunataks","Hoffman, nunataks",101161,,Nunatak,,ARG,-66.2167,-61.9333,POINT (-61.933333 -66.216667),6461,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a5,"Holdfast, punta","Holdfast, punta",101162,,Point,,ARG,-66.8,-66.5833,POINT (-66.583333 -66.8),6499,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a6,"Holluschickie, bahía","Holluschickie, bahía",101163,,Bay,,ARG,-63.9833,-58.25,POINT (-58.25 -63.983333),6515,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a7,"Holmes, isla","Holmes, isla",101164,,Island,,ARG,-65.6833,-65.2333,POINT (-65.233333 -65.683333),6523,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a8,"Holtedahl, bahía","Holtedahl, bahía",101165,,Bay,,ARG,-66.1667,-65.3333,POINT (-65.333333 -66.166667),6539,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50a9,"Hombrón, rocas","Hombrón, rocas",101166,,Rock,,ARG,-63.45,-58.6333,POINT (-58.633333 -63.45),6549,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50aa,"Hongo, isla","Hongo, isla",101167,,Island,,ARG,-68.8833,-67.8667,POINT (-67.866667 -68.883333),10016,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50ab,"Hoodwink, isla","Hoodwink, isla",101168,,Island,,ARG,-67.0167,-66.8833,POINT (-66.883333 -67.016667),6567,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50ac,"Hooker, cabo","Hooker, cabo",101169,,Cape,,ARG,-63.3,-61.9333,POINT (-61.933333 -63.3),6572,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50ad,"Hooke, punta","Hooke, punta",101170,,Point,,ARG,-67.2,-66.6667,POINT (-66.666667 -67.2),6569,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50ae,"Hopkins, glaciar","Hopkins, glaciar",101171,,Glacier,,ARG,-66.6,-65.5833,POINT (-65.583333 -66.6),6589,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50af,"Horvath, islote","Horvath, islote",101172,,Island,,ARG,-66.3167,-67.1333,POINT (-67.133333 -66.316667),6634,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b0,"Hoseason, isla","Hoseason, isla",101173,,Island,,ARG,-62.5833,-61.6667,POINT (-61.666667 -62.583333),6636,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b1,"Houlder, monte","Houlder, monte",101174,,Bluff,,ARG,-61.1167,-54.9,POINT (-54.9 -61.116667),6646,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b2,"Hovgaard, isla","Hovgaard, isla",101175,,Island,,ARG,-65.1833,-64.1667,POINT (-64.166667 -65.183333),6666,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b3,"Howard, cabo","Howard, cabo",101176,,Cape,,ARG,-71.4,-61.3,POINT (-61.3 -71.4),6674,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b4,"Howkins, ensenada","Howkins, ensenada",101177,,Inlet,,ARG,-73.6667,-60.8,POINT (-60.8 -73.666667),6684,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b5,"Hubac, caleta","Hubac, caleta",101178,,Cove,,ARG,-64.9,-63.0833,POINT (-63.083333 -64.9),6699,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b6,"Huevo, isla","Huevo, isla",101179,,Island,,ARG,-63.6833,-57.7333,POINT (-57.733333 -63.683333),4109,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b7,"Hugershoff, caleta","Hugershoff, caleta",101180,,Cove,,ARG,-64.65,-62.3833,POINT (-62.383333 -64.65),6717,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b8,"Hughes, bahía","Hughes, bahía",101181,,Bay,,ARG,-64.2833,-61.25,POINT (-61.25 -64.283333),6720,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50b9,"Hugi, glaciar","Hugi, glaciar",101182,,Glacier,,ARG,-66.3,-65.0667,POINT (-65.066667 -66.3),6730,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50ba,"Huidobro, isla","Huidobro, isla",101183,,Island,,ARG,-64.3167,-63,POINT (-63 -64.316667),263,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50bb,"Huitfeldt, punta","Huitfeldt, punta",101184,,Point,,ARG,-65.9833,-64.7167,POINT (-64.716667 -65.983333),6734,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50bc,"Hulot, península","Hulot, península",101185,,Peninsula,,ARG,-64.4833,-62.7333,POINT (-62.733333 -64.483333),6740,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50bd,"Hulth, monte","Hulth, monte",101186,,Mountain,,ARG,-66.6833,-64.1833,POINT (-64.183333 -66.683333),6743,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50be,"Humann, punta","Humann, punta",101187,,Point,,ARG,-64.4,-62.6833,POINT (-62.683333 -64.4),6745,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50bf,"Huntress, glaciar","Huntress, glaciar",101188,,Glacier,,ARG,-62.6667,-60.25,POINT (-60.25 -62.666667),6780,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50c0,"Hunt, monte","Hunt, monte",101189,,Peak,,ARG,-67.3,-68.0333,POINT (-68.033333 -67.3),6775,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50c1,"Huon, bahía","Huon, bahía",101190,,Bay,,ARG,-63.3833,-58,POINT (-58 -63.383333),6782,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_50c2,"Hurd, península","Hurd, península",101191,,Peninsula,,ARG,-62.6833,-60.3833,POINT (-60.383333 -62.683333),6784,Argentina,32
