FID,place_name_mapping,place_name_gazetteer,gaz_id,altitude,feature_type_name,narrative,gazetteer,latitude,longitude,geometry,scar_common_id,country_name,country_id
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e78,"Curuzú Cuatiá, cabo","Curuzú Cuatiá, cabo",100601,,Cape,,ARG,-67.3167,-68,POINT (-68 -67.316667),3217,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e79,"Curva, punta","Curva, punta",100602,,Head,,ARG,-62.6,-59.9,POINT (-59.9 -62.6),3218,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e7a,"Custodio, roca","Custodio, roca",100603,,Rock,,ARG,-67.5333,-67.2333,POINT (-67.233333 -67.533333),3221,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e7b,"Cutler, arrecife","Cutler, arrecife",100604,,Stack,,ARG,-62.6,-60.9833,POINT (-60.983333 -62.6),3224,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e7c,"Cuverville, isla","Cuverville, isla",100605,,Island,,ARG,-64.7,-62.6167,POINT (-62.616667 -64.7),3226,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e7d,"D'Abnour, bahía","D'Abnour, bahía",100606,,Bay,,ARG,-64.2667,-63.2333,POINT (-63.233333 -64.266667),3234,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e7e,"D'Azure, bahía","D'Azure, bahía",100607,,,,ARG,-65.05,-63.6667,POINT (-63.666667 -65.05),3236,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e7f,"D'Ursel, cabo","D'Ursel, cabo",100608,,Point,,ARG,-64.4167,-62.3333,POINT (-62.333333 -64.416667),3238,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e80,"d'Urville, isla","d'Urville, isla",100609,,Island,,ARG,-63.0833,-56.4167,POINT (-56.416667 -63.083333),3239,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e81,"d'Urville, monte","d'Urville, monte",100610,,Mountain,,ARG,-63.5333,-58.1833,POINT (-58.183333 -63.533333),3243,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e82,"Da Silva, ensenada","Da Silva, ensenada",100611,,Watercourse,,ARG,-66.05,-60.85,POINT (-60.85 -66.05),3244,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e83,"Daguerre, glaciar","Daguerre, glaciar",100612,,Glacier,,ARG,-65.1167,-63.4167,POINT (-63.416667 -65.116667),3250,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e84,"Dalgliesh, bahía","Dalgliesh, bahía",100613,,Bay,,ARG,-67.7,-67.7,POINT (-67.7 -67.7),3266,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e85,"Dalinguer, bahía","Dalinguer, bahía",100614,,,,ARG,-63.4167,-56.5,POINT (-56.5 -63.416667),3268,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e86,"Dallmann, bahía","Dallmann, bahía",100615,,Bay,,ARG,-64.1667,-63,POINT (-63 -64.166667),3273,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e87,"Dalmedo, nunatak","Dalmedo, nunatak",100616,,Nunatak,,ARG,-66.2,-61.75,POINT (-61.75 -66.2),3280,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e88,"Damocles, punta","Damocles, punta",100617,,Point,,ARG,-69.65,-69.35,POINT (-69.35 -69.65),3299,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e89,"Danco, costa","Danco, costa",100618,,Coast,,ARG,-64.7167,-61.0333,POINT (-61.033333 -64.716667),3304,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e8a,"Dannebrog, islas","Dannebrog, islas",100619,,Island,,ARG,-65.0833,-64.1667,POINT (-64.166667 -65.083333),3319,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e8b,"Darbel, bahía","Darbel, bahía",100620,,Bay,,ARG,-66.5,-66,POINT (-66 -66.5),3323,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e8c,"Darbel, isla","Darbel, isla",100621,,Island,,ARG,-66.4,-65.95,POINT (-65.95 -66.4),3325,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e8d,"Darbel, islotes","Darbel, islotes",100622,,Island,,ARG,-66.3833,-65.9,POINT (-65.9 -66.383333),3324,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e8e,"Darboux, isla","Darboux, isla",100623,,Island,,ARG,-65.4167,-64.2333,POINT (-64.233333 -65.416667),3326,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e8f,"Darlington, cabo","Darlington, cabo",100624,,Cape,,ARG,-72,-60.75,POINT (-60.75 -72),3332,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e90,"Darwin, isla","Darwin, isla",100625,,Island,,ARG,-63.4333,-54.7667,POINT (-54.766667 -63.433333),3344,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e91,"Davey, punta","Davey, punta",100626,,Point,,ARG,-61.9667,-58.5667,POINT (-58.566667 -61.966667),3360,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e92,"Davidson, cabo","Davidson, cabo",100627,,Cape,,ARG,-60.7667,-44.7667,POINT (-44.766667 -60.766667),3368,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e93,"Davidson, islotes","Davidson, islotes",100628,,Island,,ARG,-66.4333,-66.6167,POINT (-66.616667 -66.433333),3367,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e94,"Davis, isla","Davis, isla",100629,,Island,,ARG,-64.1,-62.0333,POINT (-62.033333 -64.1),3384,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e95,"Davis, punta","Davis, punta",100630,,Point,,ARG,-60.7667,-44.65,POINT (-44.65 -60.766667),3398,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e96,"Dawson, islotes","Dawson, islotes",100631,,Island,,ARG,-60.5167,-45.7667,POINT (-45.766667 -60.516667),3407,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e97,"Dayné, pico","Dayné, pico",100632,,Peak,,ARG,-64.9,-63.5667,POINT (-63.566667 -64.9),3413,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e98,"Day, isla","Day, isla",100633,,Island,,ARG,-67.25,-67.7,POINT (-67.7 -67.25),3409,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e99,"De Gerlanche, estrecho","De Gerlanche, estrecho",100634,,Strait,,ARG,-64.5,-62.5,POINT (-62.5 -64.5),5273,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e9a,"De la Costa, cerro","De la Costa, cerro",100636,,Peak,,ARG,-63.75,-58.35,POINT (-58.35 -63.75),3422,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e9b,"De los Santos, nunatak","De los Santos, nunatak",100637,,Nunatak,,ARG,-66.0333,-60.5333,POINT (-60.533333 -66.033333),3425,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e9c,"De Rongé, isla","De Rongé, isla",100638,,Island,,ARG,-64.7167,-62.7,POINT (-62.7 -64.716667),12335,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e9d,"De Solier, península","De Solier, península",100639,,,,ARG,-64.6667,-62.35,POINT (-62.35 -64.666667),3427,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e9e,"De Urquiza, acantilado","De Urquiza, acantilado",100640,,Cliff,,ARG,-66.05,-60.6167,POINT (-60.616667 -66.05),3428,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4e9f,"Deacon, cabo","Deacon, cabo",100641,,Cape,,ARG,-73.2833,-59.8833,POINT (-59.883333 -73.283333),3431,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea0,"Deacon, pico","Deacon, pico",100642,,Peak,,ARG,-62.1,-57.9,POINT (-57.9 -62.1),3430,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea1,"Debenham, islotes","Debenham, islotes",100643,,Island,,ARG,-68.1167,-67.1333,POINT (-67.133333 -68.116667),3445,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea2,"Decazes, islotes","Decazes, islotes",100644,,Island,,ARG,-66.4333,-67.3333,POINT (-67.333333 -66.433333),3453,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea3,"Decepción, isla","Decepción, isla",100645,,Island,,ARG,-62.9833,-60.7167,POINT (-60.716667 -62.983333),3457,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea4,"Dedo, bahía","Dedo, bahía",100646,,Fjord,,ARG,-65.0167,-62.9333,POINT (-62.933333 -65.016667),1844,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea5,"Dedo, isla","Dedo, isla",100647,,Island,,ARG,-64.7333,-62.6,POINT (-62.6 -64.733333),3306,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea6,"Dedo, monte","Dedo, monte",100648,,Mountain,,ARG,-64.65,-62.55,POINT (-62.55 -64.65),3463,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea7,"Dedo, punta (Is.Argentinas)","Dedo, punta (Is.Argentinas)",100649,,Point,,ARG,-65.25,-64.7833,POINT (-64.783333 -65.25),4608,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea8,"Dedo, punta (Is.Shetland del Sur)","Dedo, punta (Is.Shetland del Sur)",100650,,Point,,ARG,-62.3333,-59.1333,POINT (-59.133333 -62.333333),14769,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ea9,"Deeley, monte","Deeley, monte",100651,,Mountain,,ARG,-67.0333,-66.2167,POINT (-66.216667 -67.033333),3467,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eaa,"Dee, isla","Dee, isla",100652,,Island,,ARG,-62.4333,-59.7667,POINT (-59.766667 -62.433333),3465,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eab,"Dee, pie de hielo","Dee, pie de hielo",100653,,Piedmont,,ARG,-68.6833,-66.9333,POINT (-66.933333 -68.683333),3464,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eac,"Defrancisco, punta","Defrancisco, punta",100654,,Head,,ARG,-63.7833,-61.7167,POINT (-61.716667 -63.783333),3476,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ead,"Del Mármol, ensenada","Del Mármol, ensenada",100655,,Watercourse,,ARG,-62.7833,-61.5167,POINT (-61.516667 -62.783333),3488,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eae,"Del Romero, punta","Del Romero, punta",100656,,Head,,ARG,-63.8333,-60.85,POINT (-60.85 -63.833333),3489,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eaf,"Delaite, isla","Delaite, isla",100657,,Island,,ARG,-64.5167,-62.05,POINT (-62.05 -64.516667),3491,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb0,"Deloncle, bahía","Deloncle, bahía",100658,,Bay,,ARG,-65.1,-63.95,POINT (-63.95 -65.1),3498,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb1,"Delusión, punta","Delusión, punta",100659,,Point,,ARG,-65.3833,-62,POINT (-62 -65.383333),3504,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb2,"Demaria, monte","Demaria, monte",100660,,Mountain,,ARG,-65.3167,-64.0833,POINT (-64.083333 -65.316667),3505,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb3,"Demas, rocas","Demas, rocas",100661,,Rock,,ARG,-63.35,-58.0333,POINT (-58.033333 -63.35),3509,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb4,"Demay, punta","Demay, punta",100662,,Point,,ARG,-62.2,-58.3667,POINT (-58.366667 -62.2),3510,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb5,"Demorest, glaciar","Demorest, glaciar",100663,,Glacier,,ARG,-67.3833,-65.5333,POINT (-65.533333 -67.383333),3513,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb6,"Denais, caleta","Denais, caleta",100664,,Stack,,ARG,-62.15,-58.5,POINT (-58.5 -62.15),3515,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb7,"Denax, cabo","Denax, cabo",100665,,Cape,,ARG,-63.2667,-62,POINT (-62 -63.266667),3517,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb8,"Deniau, islote","Deniau, islote",100666,,Island,,ARG,-65.45,-64.35,POINT (-64.35 -65.45),3523,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eb9,"Denise, bahía","Denise, bahía",100667,,Harbour,,ARG,-64.4833,-62.45,POINT (-62.45 -64.483333),8159,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eba,"Denisson, arrecife","Denisson, arrecife",100668,,Reef,,ARG,-66.4833,-66.8333,POINT (-66.833333 -66.483333),3528,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ebb,"Dentada, isla","Dentada, isla",100669,,Island,,ARG,-61.9,-58.35,POINT (-58.35 -61.9),7425,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ebc,"Denticuladas, rocas","Denticuladas, rocas",100670,,Rock,,ARG,-63.4,-56.9833,POINT (-56.983333 -63.4),7038,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ebd,"Depeaux, punta","Depeaux, punta",100671,,Point,,ARG,-65.1833,-64.1833,POINT (-64.183333 -65.183333),3535,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ebe,"Depósito, cabo","Depósito, cabo",100672,,Cape,,ARG,-64.3833,-57.5,POINT (-57.5 -64.383333),3544,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ebf,"Depósito, punta","Depósito, punta",100673,,Point,,ARG,-68.2,-67.0333,POINT (-67.033333 -68.2),14078,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec0,"Derecho, morro","Derecho, morro",100674,,Head,,ARG,-64.35,-56.95,POINT (-56.95 -64.35),3549,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec1,"Desamparo, ensenada","Desamparo, ensenada",100675,,Watercourse,,ARG,-63.3,-57.7667,POINT (-57.766667 -63.3),3559,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec2,"Desembarco, punta","Desembarco, punta",100676,,Point,,ARG,-68.1833,-67,POINT (-67 -68.183333),6103,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec3,"Desengaño, cabo (Mar de Weddel)","Desengaño, cabo (Mar de Weddel)",100677,,Cape,,ARG,-65.55,-61.6667,POINT (-61.666667 -65.55),3665,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec4,"Deseo, cabo","Deseo, cabo",100678,,Cape,,ARG,-64.5,-58.75,POINT (-58.75 -64.5),8618,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec5,"Desesperación, rocas","Desesperación, rocas",100679,,Rock,,ARG,-60.55,-46.2,POINT (-46.2 -60.55),3570,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec6,"Despedida, isla","Despedida, isla",100680,,Rock,,ARG,-63.85,-61,POINT (-61 -63.85),4465,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec7,"Destacamento, pico","Destacamento, pico",100681,,Peak,,ARG,-62.6,-59.9,POINT (-59.9 -62.6),3573,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec8,"Destrucción, bahía","Destrucción, bahía",100682,,Bay,,ARG,-61.9833,-57.65,POINT (-57.65 -61.983333),3575,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ec9,"Detaille, isla","Detaille, isla",100683,,Island,,ARG,-66.8667,-66.8,POINT (-66.8 -66.866667),3576,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eca,"Détroit, meseta","Détroit, meseta",100684,,Plateau,,ARG,-64.1667,-60,POINT (-60 -64.166667),3581,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ecb,"Deville, glaciar","Deville, glaciar",100685,,Glacier,,ARG,-64.8,-62.5833,POINT (-62.583333 -64.8),3587,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ecc,"Dewis, nunatak","Dewis, nunatak",100686,,Nunatak,,ARG,-66.05,-60.9,POINT (-60.9 -66.05),3605,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ecd,"Diablo, isla del","Diablo, isla del",100687,,Island,,ARG,-63.8,-57.3167,POINT (-57.316667 -63.8),3586,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ece,"Diablo, punta del","Diablo, punta del",100688,,Point,,ARG,-62.6833,-61.1667,POINT (-61.166667 -62.683333),3591,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ecf,"Diácono, cerro","Diácono, cerro",100689,,Hill,,ARG,-60.5667,-45.8,POINT (-45.8 -60.566667),3429,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed0,"Diamante, cordillera","Diamante, cordillera",100690,,Range,,ARG,-82.6667,-48.5,POINT (-48.5 -82.666667),4830,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed1,"Diana, arrecife","Diana, arrecife",100691,,Reef,,ARG,-63.4333,-56.1833,POINT (-56.183333 -63.433333),3612,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed2,"Diana, islote","Diana, islote",100692,,Island,,ARG,-64.35,-62.9333,POINT (-62.933333 -64.35),3613,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed3,"Diaz, bahía","Diaz, bahía",100693,,,,ARG,-63.7833,-60.6667,POINT (-60.666667 -63.783333),3616,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed4,"Diaz, cabo","Diaz, cabo",100694,,Cape,,ARG,-60.7333,-44.7667,POINT (-44.766667 -60.733333),3617,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed5,"Diaz, cañadón","Diaz, cañadón",100695,,Valley,,ARG,-64.25,-56.6833,POINT (-56.683333 -64.25),3146,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed6,"Diaz, islote","Diaz, islote",100696,,Island,,ARG,-62.5833,-59.8667,POINT (-59.866667 -62.583333),3618,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed7,"Dickens, rocas","Dickens, rocas",100697,,Rock,,ARG,-65.3167,-65.3833,POINT (-65.383333 -65.316667),3625,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed8,"Dickson, cabo","Dickson, cabo",100698,,Cape,,ARG,-60.75,-44.8,POINT (-44.8 -60.75),3632,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ed9,"Diebel, punta","Diebel, punta",100699,,Head,,ARG,-60.7333,-44.7167,POINT (-44.716667 -60.733333),3636,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eda,"Dientes de Dragón, punta","Dientes de Dragón, punta",100700,,Head,,ARG,-63.25,-58.65,POINT (-58.65 -63.25),3856,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4edb,"Dinamita, islote","Dinamita, islote",100701,,Island,,ARG,-68.1833,-67,POINT (-67 -68.183333),4008,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4edc,"Dion, islotes","Dion, islotes",100702,,Island,,ARG,-67.8833,-68.75,POINT (-68.75 -67.883333),3660,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4edd,"Director, monte","Director, monte",100703,,Mountain,,ARG,-63.8833,-58.6,POINT (-58.6 -63.883333),1739,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ede,"Discovery, bahía","Discovery, bahía",100704,,Bay,,ARG,-62.4833,-59.7,POINT (-59.7 -62.483333),3669,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4edf,"Discovery, estrecho","Discovery, estrecho",100705,,Sound,,ARG,-64.5167,-63.0167,POINT (-63.016667 -64.516667),3673,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee0,"Discovery, isla","Discovery, isla",100706,,Island,,ARG,-64.5,-63,POINT (-63 -64.5),5765,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee1,"Ditte, monte","Ditte, monte",100707,,Mountain,,ARG,-67.7167,-68.6167,POINT (-68.616667 -67.716667),3684,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee2,"Divisor, picos","Divisor, picos",100708,,Peak,,ARG,-60.7167,-45.2,POINT (-45.2 -60.716667),3686,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee3,"Doble, monte","Doble, monte",100709,,Rock,,ARG,-64.6667,-62.55,POINT (-62.55 -64.666667),10333,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee4,"Dodman, isla","Dodman, isla",100710,,Island,,ARG,-65.9667,-65.7167,POINT (-65.716667 -65.966667),3723,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee5,"Dodson, península","Dodson, península",100711,,Peninsula,,ARG,-75.7667,-62.75,POINT (-62.75 -75.766667),3724,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee6,"Dolleman, isla","Dolleman, isla",100712,,Island,,ARG,-70.6333,-60.8333,POINT (-60.833333 -70.633333),3747,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee7,"Dolores, islotes","Dolores, islotes",100713,,Island,,ARG,-62.2333,-58.4333,POINT (-58.433333 -62.233333),3748,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee8,"Dominguez, cabo","Dominguez, cabo",100714,,Cape,,ARG,-63.9,-57.2333,POINT (-57.233333 -63.9),3756,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4ee9,"Don Bosco, cerro","Don Bosco, cerro",100715,,Peak,,ARG,-63.5333,-57.05,POINT (-57.05 -63.533333),3760,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eea,"Don Samuel, bahía","Don Samuel, bahía",100716,,Bay,,ARG,-62.25,-58.9333,POINT (-58.933333 -62.25),4069,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eeb,"Donald, nunatak","Donald, nunatak",100717,,Nunatak,,ARG,-65.0833,-60.1,POINT (-60.1 -65.083333),3763,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_4eec,"Donati, punta","Donati, punta",100718,,Head,,ARG,-64.5333,-62,POINT (-62 -64.533333),3766,Argentina,32
